LIFNR,NAME1,LAND1,ORT01,KTOKK,ERDAT,STRAS,SMTP_ADDR,SPERR
V0000880,Cook-Griffin,PA,Janetfurt,ZDOM,2021-09-29,9551 Woodward Estate Apt. 920,fernandezmathew@example.com, 
V0000881,Williams Ltd,ME,Jessicaville,ZDOM,2020-12-21,11786 Carolyn Spur,thomaslinda@example.net, 
V0000882,Fleming-Brown,ME,East Cynthia,ZDOM,2021-05-25,953 Roth Grove Apt. 201,iansantana@example.net, 
V0000883,Wiggins-Brown,DJ,Maloneton,ZSRV,2023-12-14,1532 Levy Shoal,scott95@example.org,X
V0000884,Campbell-Blanchard,SA,Port Scottborough,ZCON,2022-10-31,9805 Schneider Fort,williamstoni@example.com, 
V0000885,"Howell, Booker and Mejia",AL,Lake Phyllis,ZDOM,2021-05-10,45203 Williams Ridge,caleb84@example.net, 
V0000886,"Browning, Moses and Mooney",LU,New Michael,ZINT,2024-11-17,9520 Hughes Bypass,russelltommy@example.net, 
V0000887,Schneider Group,TO,Hahnside,ZSRV,2020-11-30,86774 Kimberly Garden,smason@example.net, 
V0000888,Moran and Sons,HR,New Melanie,ZDOM,2021-08-06,530 Philip Mount Suite 255,robinsoncynthia@example.org, 
V0000889,Snyder Group,KW,Davidfurt,ZINT,2024-10-21,1784 Brandi Road,dorisarmstrong@example.org,X
V0000890,Mccormick LLC,LS,North Alexiston,ZINT,2021-07-05,605 Adam Track,pdixon@example.org, 
V0000891,Tanner Inc,BT,Longbury,ZDOM,2022-08-28,045 Cook Wells,kmorris@example.org, 
V0000892,Jackson Ltd,UA,Collinsfurt,ZDOM,2021-04-03,36202 Wood Pike,chrismurray@example.com, 
V0000893,Neal and Sons,AD,Wilsonstad,ZSRV,2023-12-30,80236 Corey Underpass,carlosmeadows@example.net, 
V0000894,Boyd Group,RS,Lake Michaelville,ZCON,2022-02-10,18638 Cook Plaza Apt. 959,evaughn@example.org, 
V0000895,"Vazquez, James and Black",KN,Port Victoriamouth,ZINT,2022-08-13,8931 Franklin Drives,znolan@example.net, 
V0000896,Rivera-Macias,BF,New Devinfort,ZCON,2023-04-12,02839 Herrera Road,derekdougherty@example.org, 
V0000897,Davis-Ramirez,IT,Lake David,ZSRV,2023-02-23,65993 Emily Street,andersoncynthia@example.org, 
V0000898,Giles-Dominguez,GN,East Jennifer,ZSRV,2023-11-02,2135 Blake Trail Apt. 816,olivia64@example.com, 
V0000899,Smith Inc,LY,Port Scott,ZSRV,2023-08-04,6919 David Cliffs Apt. 291,rfleming@example.net, 
V0000900,Harrison Group,UZ,Port Shirleyshire,ZSRV,2021-01-20,04384 Christine Lock,edwardmiller@example.org, 
V0000901,Barnes Inc,SC,West Richardstad,ZDOM,2024-07-07,7063 Spears Corner Suite 550,bianca44@example.net, 
V0000902,Alexander Group,MX,Lake Kevin,ZCON,2023-09-14,396 Smith Rue,mjackson@example.org, 
V0000903,Cruz Group,CL,West Tanyaview,ZDOM,2023-09-04,2585 Nunez Courts,fergusontrevor@example.net, 
V0000904,"Williamson, Singh and Conrad",CY,Lake Larry,ZCON,2022-04-08,996 Walker Points,linda24@example.com, 
V0000905,Small Ltd,BG,Amandabury,ZINT,2021-12-03,3031 Jasmine Lakes,xsullivan@example.net, 
V0000906,Wood-Owens,ZA,Hendricksshire,ZCON,2023-10-07,5769 Griffith Roads Suite 353,ewood@example.com, 
V0000907,Hughes-Chandler,SC,Riversland,ZINT,2024-09-17,42125 Wood Plain Apt. 959,william52@example.com, 
V0000908,"Thomas, Buchanan and Watson",MU,Turnermouth,ZSRV,2020-07-18,30742 Micheal Stravenue,bakerpaul@example.com, 
V0000909,Cuevas LLC,CF,East Laura,ZINT,2023-10-24,1454 Jennifer Centers,oknight@example.net, 
V0000910,Perez-Woodward,KZ,North Amandaville,ZINT,2021-12-28,522 Christopher Stream Suite 184,eric54@example.net, 
V0000911,Hamilton PLC,PK,Josephfort,ZCON,2024-06-02,73208 Hogan Wells,jeffreywallace@example.com, 
V0000912,Ray Group,KZ,Richardborough,ZSRV,2022-08-07,14005 Lisa Plain Apt. 055,johnsonsamantha@example.com, 
V0000913,"Thompson, Anderson and Parker",LB,Batesborough,ZDOM,2022-08-25,0943 Kayla Forge,orice@example.net, 
V0000914,Snyder and Sons,AU,North James,ZCON,2022-12-21,2862 Carolyn Ferry Suite 352,tammy53@example.org, 
V0000915,Jackson Ltd,MD,Perezborough,ZINT,2020-10-08,45735 David Manors,wmiller@example.org, 
V0000916,Sanders-Solomon,TG,Williamsburgh,ZCON,2020-10-20,718 Maria Flats Suite 010,zmartinez@example.org, 
V0000917,Newman-Farley,TG,New Erica,ZDOM,2022-09-25,176 Ferguson Green,umendoza@example.com, 
V0000918,Anderson-Clark,GM,East Stephanie,ZSRV,2023-07-23,194 Osborn Key,jenniferortega@example.net, 
V0000919,"Dalton, White and Mullen",NA,South Isaacmouth,ZINT,2024-04-07,0637 Carl Rue,schmidtjoseph@example.net, 
V0000920,Hill-Carey,AF,Caldwellbury,ZINT,2022-09-29,85201 Kim Extensions Suite 084,uperez@example.com, 
V0000921,"Diaz, Brown and Cross",PY,West Lucasshire,ZINT,2023-06-12,15164 Chris Trafficway,mark40@example.net, 
V0000922,"Davis, Le and Vargas",GH,Shannonfort,ZCON,2022-09-04,07020 Jackson Estate Apt. 197,taylordorothy@example.org, 
V0000923,Jones-Harris,HN,Bullockfurt,ZINT,2024-02-05,976 Ashley Pike Suite 312,ehenry@example.org, 
V0000924,Yates and Sons,CO,Pearsontown,ZSRV,2024-03-30,9889 Wong Manor Suite 339,james91@example.net, 
V0000925,Murphy-Lopez,SG,Hunterville,ZDOM,2023-07-07,21915 Kim Oval,snelson@example.net, 
V0000926,"Bryant, Dorsey and Castillo",LC,North Donaldside,ZSRV,2021-10-01,4486 Morales Ports Suite 974,barnesjames@example.com, 
V0000927,Vazquez-Johnson,LS,North Richardstad,ZSRV,2020-12-08,373 Brianna Lights Suite 969,sydneyalexander@example.org, 
V0000928,"Cunningham, Howard and Hudson",MU,West Jamie,ZSRV,2022-07-22,702 Bailey Estates Apt. 763,fevans@example.com, 
V0000929,"Roberts, Warren and Horn",TN,Cherylstad,ZSRV,2022-06-07,6345 Baxter Highway Apt. 441,cheryl69@example.net, 
V0000930,"Sanchez, Lawson and Bass",IL,Bethport,ZSRV,2022-09-30,464 Alicia Springs,dustinwilliams@example.com, 
V0000931,"Fisher, Jacobs and Woods",GM,Coryburgh,ZCON,2020-02-09,97202 Michelle Trace,mendozakevin@example.net, 
V0000932,Lee-Mccoy,NG,Matthewshire,ZINT,2021-03-08,03004 Knight Vista,patrick12@example.net, 
V0000933,"Walker, Brown and Johnson",LK,Danielville,ZINT,2020-09-09,756 Rice Ranch,llee@example.com, 
V0000934,"Byrd, Ruiz and Smith",NR,New Chelsealand,ZDOM,2022-02-07,584 Jordan Islands Suite 631,walkeramber@example.com, 
V0000935,Dyer LLC,EG,Port Rick,ZDOM,2023-05-01,33474 Joseph Fords,smithjesse@example.com, 
V0000936,"Riley, Gordon and Steele",KM,Harringtonside,ZDOM,2020-04-08,85294 Mullins Causeway,oliviavaldez@example.net, 
V0000937,"Compton, Kim and Mitchell",PT,Jacobton,ZCON,2020-09-10,50238 Valentine Estates Apt. 894,lmyers@example.com, 
V0000938,Blair-Molina,PS,East James,ZINT,2021-02-24,302 Dennis Locks,lewisnatalie@example.org, 
V0000939,Robinson LLC,NE,Alexanderville,ZSRV,2022-05-11,5076 Kimberly Ridge Suite 530,joshuawood@example.org, 
V0000940,David and Sons,HT,Lisaburgh,ZSRV,2023-06-29,34202 Ellis Union,davisjennifer@example.org, 
V0000941,"Robles, Carter and Ibarra",BG,Olsenchester,ZDOM,2022-11-13,871 May Spurs Suite 546,deanmarisa@example.org, 
V0000942,Williams-Ward,SR,New Monique,ZDOM,2024-05-26,72581 Eric Rapid Apt. 956,schang@example.net, 
V0000943,Melendez-Hardy,CY,South John,ZINT,2024-05-12,9121 Christopher Causeway,schmidttammy@example.org, 
V0000944,Terry Ltd,TG,Aguirreton,ZINT,2022-01-03,0740 Carmen Knoll,matthewschristine@example.com, 
V0000945,"Kelly, George and Moss",CG,Garciaburgh,ZDOM,2023-01-27,6433 White Brooks,mercedes22@example.org, 
V0000946,Thompson-Shelton,LA,Brittanyfurt,ZCON,2021-11-08,08334 Turner Wells,torresmary@example.com, 
V0000947,"Greene, Nielsen and Smith",PL,Port Gabrielstad,ZDOM,2020-08-14,519 Lopez Springs Suite 749,raywalters@example.org, 
V0000948,Meza PLC,SZ,Robertview,ZINT,2020-07-03,7752 Rhonda Port,andresmiller@example.com, 
V0000949,Daniels-Thomas,UY,North Destiny,ZDOM,2021-06-08,94115 Robinson Drive,leslie96@example.org, 
V0000950,Sanchez-Barnett,DE,Jacksonport,ZSRV,2021-06-24,66154 Debbie Plaza,colton31@example.org, 
V0000951,"Medina, York and Williams",TO,Lake Melissa,ZINT,2024-11-25,122 Stephanie Extensions,watsonkenneth@example.net, 
V0000952,Dawson PLC,DE,Stephensside,ZSRV,2022-05-22,4019 Alyssa Greens Apt. 644,marynunez@example.org,X
V0000953,Thompson-Reilly,SB,Littlefort,ZDOM,2020-01-20,8566 Bautista Locks,kimberly19@example.com, 
V0000954,"Anderson, Phillips and White",VA,Lake Sarah,ZINT,2021-11-04,13204 Brandon Estates,amanda14@example.net, 
V0000955,Pace-Stark,TN,North Thomasmouth,ZSRV,2024-12-04,9999 Johnston Pine,pearsonwillie@example.org, 
V0000956,Moss Inc,BG,South Robert,ZSRV,2021-01-09,200 Michael Flat,amberlee@example.com, 
V0000957,Salas Inc,LI,West Lisaview,ZCON,2021-07-10,380 Tran Estates,nkirby@example.org, 
V0000958,"Osborne, Saunders and Brown",PG,Fergusonchester,ZCON,2024-06-26,6332 Nicole Parkway,nnunez@example.org, 
V0000959,Russell-Burgess,SD,Cynthiaside,ZINT,2020-08-19,67136 Sanford Coves Apt. 132,jamesperez@example.net, 
V0000960,Garcia PLC,SE,West Rachael,ZINT,2020-07-31,918 Nguyen Track Apt. 677,cdavis@example.com, 
V0000961,"Cummings, Petersen and Jackson",ZW,Port Destinyview,ZCON,2021-01-06,92797 Wilson Parkway,gomezbrittney@example.net, 
V0000962,"Day, Weaver and Evans",HR,Thompsontown,ZDOM,2024-11-01,665 Ferguson Track,cherylgomez@example.org, 
V0000963,Morris and Sons,KP,West Mark,ZINT,2022-09-16,607 Tanner Prairie Apt. 747,kathyjenkins@example.net, 
V0000964,Brown-Kim,VN,Washingtonside,ZCON,2022-06-21,974 Scott Knoll,richard18@example.org, 
V0000965,"Pham, Boone and Rodriguez",PL,West Mary,ZSRV,2020-01-26,69881 Carter Prairie Apt. 445,sparksgarrett@example.net, 
V0000966,"Drake, Liu and Murphy",DO,Port Pamton,ZINT,2023-10-03,2706 Roberts Rapids,smithamy@example.com, 
V0000967,"Bass, Howard and Garcia",GN,New Natalieshire,ZDOM,2022-06-05,057 Estrada Plains,christinedoyle@example.com, 
V0000968,"Cooley, Tran and Perry",GW,East Saramouth,ZSRV,2023-09-21,00305 Wolf Lodge Apt. 995,andredonaldson@example.com, 
V0000969,Carter-Grant,TM,Port Samuel,ZDOM,2020-01-24,7908 Sloan Brook Apt. 872,zhumphrey@example.org, 
V0000970,Rodriguez and Sons,NP,Pamelaville,ZCON,2024-10-10,44442 Phillip Harbor,stephanie86@example.com, 
V0000971,Turner Inc,MT,Port Kimberly,ZCON,2021-10-18,5996 Taylor Manors,jackwyatt@example.org, 
V0000972,"Smith, Young and Frederick",KH,Scotttown,ZDOM,2022-11-04,4764 Cohen Islands Suite 939,gnguyen@example.org, 
V0000973,"Perez, Smith and Rivas",CU,Masonstad,ZCON,2024-07-31,29003 Anderson Ferry,ariascarlos@example.net, 
V0000974,Young-Maxwell,CV,Simpsonchester,ZCON,2020-06-29,839 Peters Station Suite 852,breannatorres@example.net, 
V0000975,Taylor-Villarreal,BZ,Wilsonhaven,ZDOM,2022-10-15,5917 Brian Center Apt. 549,greenshawn@example.com, 
V0000976,Hall-Diaz,GH,Kelseyport,ZCON,2022-04-24,417 Michael Hills Suite 344,benjaminhall@example.net, 
V0000977,"Johnson, Lee and Moreno",NL,Port Kristinborough,ZDOM,2024-06-09,892 Mayer Passage,lhunter@example.net, 
V0000978,Gomez and Sons,QA,Gonzalezport,ZSRV,2024-12-27,51521 Holt Lodge Suite 353,yburnett@example.net, 
V0000979,Garcia PLC,CD,Rogerfort,ZCON,2021-11-29,4671 Ramos Lane,brittanysanders@example.org, 
V0000980,Walker-Cervantes,CR,Pamelachester,ZINT,2024-09-25,0999 Hannah Creek Apt. 898,timothy90@example.net, 
V0000981,Wall Ltd,KN,Frankland,ZCON,2024-01-07,844 Debra Loaf Suite 884,caguilar@example.org, 
V0000982,"Bartlett, Watson and Rowe",RW,Cynthiashire,ZDOM,2020-07-18,281 Harold Cliffs Suite 978,wilkinskevin@example.net, 
V0000983,Fowler Group,BR,Smithmouth,ZSRV,2021-12-28,5143 Crawford Well Apt. 868,millerjessica@example.net, 
V0000984,Clark PLC,LV,Sweeneyville,ZSRV,2023-01-26,397 Joshua Junction,clayandrew@example.net, 
V0000985,"Stark, Church and Cortez",ZM,Port Daniel,ZDOM,2020-12-02,055 Ann Manors Suite 933,christopher58@example.net, 
V0000986,Webster Group,AE,Port Marymouth,ZCON,2020-08-07,60119 Kristin Common,wrightmia@example.org, 
V0000987,"Rollins, Parker and Lucas",KW,Davidchester,ZDOM,2024-10-11,085 Melissa Stravenue,williamsmark@example.org, 
V0000988,Lewis-Murray,MZ,West Sarahhaven,ZINT,2024-01-07,66271 Hannah Pass Suite 933,john90@example.net, 
V0000989,Sims PLC,LI,Davisport,ZDOM,2023-07-20,315 Hoover Garden Suite 925,kristy11@example.com, 
V0000990,Sanchez-Huber,VE,Lake Dennishaven,ZCON,2022-07-25,7270 Amy Manor,vortiz@example.org, 
V0000991,Thompson-Miller,IE,Caseychester,ZINT,2022-10-18,19753 Nichols Viaduct,robert40@example.com, 
V0000992,Johnson Ltd,TJ,East Tracyborough,ZCON,2024-09-13,2763 Taylor Walks,bakerjonathon@example.com, 
V0000993,Wilson-Fischer,GT,Lauratown,ZINT,2023-11-17,067 Green Throughway Apt. 922,sheena87@example.com, 
V0000994,Webster-Bell,MA,Port Marie,ZINT,2020-07-31,727 Shawn Flat Apt. 688,mccormickkatherine@example.com, 
V0000995,"Cannon, Johnson and Torres",GE,New Trevorside,ZSRV,2022-10-29,5833 Richard Trace Suite 704,hallalan@example.org, 
V0000996,"Gentry, Mcmahon and Bailey",SG,Costaburgh,ZINT,2021-07-14,2542 Sandra Cliff,michellehall@example.org, 
V0000997,"Johnson, Pearson and Cole",CR,West Katherineland,ZSRV,2022-07-16,79419 Erik Landing,maryday@example.org, 
V0000998,"Webb, Jensen and Garcia",ZW,East Karen,ZSRV,2024-09-22,98726 Glenn Ports Suite 322,christian74@example.org, 
V0000999,Roberts LLC,MD,East Robert,ZINT,2021-02-15,900 Kevin Pine,ygarcia@example.org, 
V0001000,Wells and Sons,ST,Westburgh,ZSRV,2023-10-09,00953 Barry Mall,chadward@example.com, 
